cores,workload,domain,fastsim_mips,fastsim_uops_per_second,frontier_waits,interval_steps,interval_zero_progress_steps,interval_accepted_uops,interval_active_prefixes,max_interval_accepted_uops,epoch_lookahead_chunks,epoch_inflight_memory_uops,epoch_corrected_horizon_violations,epoch_advanced_cycles,batch_memory_events,interval_private_memory_events,interval_escape_memory_events,retired_uops,memory_accesses,uop_conservation_ok,memory_event_conservation_ok,memory_partition_ok,private_preview_epochs,private_preview_events,materialized_escape_events,state_certificate_failures,timing_certificate_failures,timing_reweave_passes,replayed_shared_events,canonical_fallback_epochs,corrected_arrival_candidate_epochs,corrected_arrival_conflict_components,corrected_arrival_component_events,corrected_arrival_max_component_events,corrected_arrival_replay_epochs,corrected_arrival_replayed_events,corrected_arrival_stable_epochs,corrected_arrival_fallback_epochs,max_batch_memory_events,reordered_memory_event_pairs,same_line_reordered_pairs,branch_outcome_coverage,per_core_uop_cpi_mape,per_core_dtlb_access_mape,per_core_dtlb_miss_mape,per_core_o3_iq_full_mape,macro_cpi_fastsim,macro_cpi_gem5,macro_cpi_signed_error,macro_cpi_absolute_error,uop_cpi_fastsim,uop_cpi_gem5,uop_cpi_signed_error,uop_cpi_absolute_error,l1d_miss_fastsim,l1d_miss_gem5,l1d_miss_signed_error,l1d_miss_absolute_error,private_l2_miss_fastsim,private_l2_miss_gem5,private_l2_miss_signed_error,private_l2_miss_absolute_error,cha_llc_lookup_fastsim,cha_llc_lookup_gem5,cha_llc_lookup_signed_error,cha_llc_lookup_absolute_error,branch_miss_fastsim,branch_miss_gem5,branch_miss_signed_error,branch_miss_absolute_error,dtlb_access_fastsim,dtlb_access_gem5,dtlb_access_signed_error,dtlb_access_absolute_error,dtlb_miss_fastsim,dtlb_miss_gem5,dtlb_miss_signed_error,dtlb_miss_absolute_error,o3_iq_full_fastsim,o3_iq_full_gem5,o3_iq_full_signed_error,o3_iq_full_absolute_error,llc_tag_vs_functional_path_fastsim,llc_tag_vs_functional_path_gem5,llc_tag_vs_functional_path_signed_error,llc_tag_vs_functional_path_absolute_error,llc_tag_vs_ruby_demand_miss_fastsim,llc_tag_vs_ruby_demand_miss_gem5,llc_tag_vs_ruby_demand_miss_signed_error,llc_tag_vs_ruby_demand_miss_absolute_error
4,W_v28_memory_random_mlp,mechanism,5.804868363,6690439.601,2,2093,811,2228436,1859,8692,1092,4673,1856,2143232,294988,197726,97262,2228436,294988,True,True,True,0,0,0,0,0,1,0,0,1,5,38,16,1,1189,1,0,1189,0,1716,1.0,0.2208427163010613,0.0012661995118081505,0.0002767949649376505,1.0181312222534549,4.361343220900018,3.5723553957519174,0.22085927567182398,0.22085927567182398,3.784059762093235,3.0994953010087247,0.22086320339370089,0.22086320339370089,137390,137417,-0.00019648224018862294,0.00019648224018862294,97262,97327,-0.0006678516752802408,0.0006678516752802408,97262,97326,-0.0006575837905595627,0.0006575837905595627,56,61,-0.08196721311475409,0.08196721311475409,294988,295362,-0.0012662427800461805,0.0012662427800461805,115560,115550,8.654262224145392e-05,8.654262224145392e-05,1070851,530622,1.0181051671434656,1.0181051671434656,91142,91132,0.0001097309397357679,0.0001097309397357679,91142,91206,-0.000701708220950376,0.000701708220950376
4,W_v28_memory_seq_moderate,mechanism,7.999414017,9219721.676,7,2379,1019,2228404,1845,9141,1092,1134,1809,2436096,131140,38,131102,2228404,131140,True,True,True,0,0,0,0,0,1,0,0,1,5,34,12,1,584,1,0,584,0,31,1.0,0.11845021179395679,0.0016139662094481104,0.48947367457125485,0.8538412561647564,4.842741184697247,5.49341494144201,-0.11844613299390827,0.11844613299390827,4.201763683784448,4.766299965222074,-0.11844329680398585,0.11844329680398585,131102,131116,-0.000106775679550932,0.000106775679550932,131102,131207,-0.0008002621811336285,0.0008002621811336285,131102,131207,-0.0008002621811336285,0.0008002621811336285,56,60,-0.06666666666666667,0.06666666666666667,131140,131352,-0.0016139837992569584,0.0016139837992569584,3110,2087,0.49017728797316723,0.49017728797316723,918943,495717,0.8537653540225573,0.8537653540225573,131082,131082,0.0,0.0,131082,131148,-0.0005032482386311648,0.0005032482386311648
4,W_v28_pytorch_base,business_base,2.810210161,4192738.584,3,1278,296,3181976,1820,11094,1556,4252,1807,1308672,214424,165759,48665,3181976,214424,True,True,True,0,0,0,0,305,530,0,305,530,548,12626,64,530,272565,225,305,743,0,26120,1.0,0.2613055566316733,0.0035549585911890586,0.9940706767140249,1.3009772222829843,2.3175244052252033,1.8374091314883305,0.2613001456828354,0.2613001456828354,1.553335725976563,1.2315341592088238,0.2613013730568989,0.2613013730568989,49181,49207,-0.0005283801085211454,0.0005283801085211454,48662,48762,-0.002050777244575694,0.002050777244575694,48662,48762,-0.002050777244575694,0.002050777244575694,372,384,-0.03125,0.03125,214424,215189,-0.0035550144291762124,0.0035550144291762124,97865,49078,0.9940706630262032,0.9940706630262032,1761408,765556,1.3008218863153054,1.3008218863153054,46611,46609,4.291016756420434e-05,4.291016756420434e-05,46611,48652,-0.041950998931184744,0.041950998931184744
32,W_v28_memory_random_mlp,mechanism,4.285330903,4939086.605,6,6744,1186,17827488,15170,69070,8736,38608,15138,6905856,2359904,1582499,777405,17827488,2359904,True,True,True,0,0,0,0,0,1,0,0,1,23,320,128,1,9451,1,0,9451,0,14430,1.0,1.1839386949561672,0.0012869228573933608,0.0003109895873507933,0.9480425916068427,10.336621825917314,4.738724131911895,1.1813090482114392,1.1813090482114392,8.968428474050858,4.11147205992022,1.1813181126724923,1.1813181126724923,1099199,1099389,-0.00017282326819715313,0.00017282326819715313,777404,778304,-0.0011563604966696817,0.0011563604966696817,777404,778304,-0.0011563604966696817,0.0011563604966696817,448,492,-0.08943089430894309,0.08943089430894309,2359904,2362945,-0.0012869533569338262,0.0012869533569338262,923522,923383,0.00015053341896049634,0.00015053341896049634,8705080,4468702,0.9480108541585454,0.9480108541585454,728519,728474,6.177296650257936e-05,6.177296650257936e-05,728519,728996,-0.000654324577912636,0.000654324577912636
32,W_v28_memory_seq_moderate,mechanism,5.509707734,6350211.617,6,6515,1126,17827232,15072,73600,8736,8575,14912,6671360,1049120,308,1048812,17827232,1049120,True,True,True,0,0,0,0,0,1,0,0,1,23,288,96,1,4748,1,0,4748,0,1237,1.0,0.38004090119277195,0.0018352764926629894,0.4876321294775833,0.8511964154861894,9.954453450194885,7.98771374442292,0.2462206043807162,0.2462206043807162,8.63689786501909,6.930443890205492,0.2462257832034769,0.2462257832034769,1048812,1048963,-0.0001439516932437083,0.0001439516932437083,1048812,1049811,-0.0009515998594032641,0.0009515998594032641,1048812,1049810,-0.0009506482125336966,0.0009506482125336966,448,480,-0.06666666666666667,0.06666666666666667,1049120,1051049,-0.0018353092957607115,0.0018353092957607115,24888,16735,0.4871825515386914,0.4871825515386914,7314747,3951479,0.8511415599070626,0.8511415599070626,1048634,1048651,-1.6211303856097023e-05,1.6211303856097023e-05,1048634,1049123,-0.00046610359319164673,0.00046610359319164673
32,W_v28_pytorch_base,business_base,1.945185351,2902150.802,5,985,4,25455808,14460,66732,12448,34073,14354,1008640,1715392,1325983,389409,25455808,1715392,True,True,True,0,0,0,0,978,979,0,978,979,4726,149081,512,979,3430160,1,978,5472,0,2093911,1.0,0.07444570874471998,0.005126486629180481,0.9939851803548653,2.3230289816958902,1.8855399626771197,2.037204452174663,-0.07444735816066252,0.07444735816066252,1.263795358607356,1.365447747635383,-0.07444619481343297,0.07444619481343297,393460,393856,-0.0010054436139096522,0.0010054436139096522,389387,390287,-0.002305995331640562,0.002305995331640562,389387,390287,-0.002305995331640562,0.002305995331640562,2976,3046,-0.02298095863427446,0.02298095863427446,1715392,1724232,-0.0051269202752297835,0.0051269202752297835,783030,392696,0.9939851691893984,0.9939851691893984,14326419,4311893,2.322535832869693,2.322535832869693,266200,266053,0.0005525214900790444,0.0005525214900790444,266200,355394,-0.25097216047541604,0.25097216047541604
