cores,workload,domain,fastsim_mips,fastsim_uops_per_second,frontier_waits,interval_steps,interval_zero_progress_steps,interval_accepted_uops,interval_active_prefixes,max_interval_accepted_uops,epoch_lookahead_chunks,epoch_inflight_memory_uops,epoch_corrected_horizon_violations,epoch_advanced_cycles,batch_memory_events,interval_private_memory_events,interval_escape_memory_events,max_batch_memory_events,reordered_memory_event_pairs,same_line_reordered_pairs,branch_outcome_coverage,per_core_uop_cpi_mape,macro_cpi_fastsim,macro_cpi_gem5,macro_cpi_signed_error,macro_cpi_absolute_error,uop_cpi_fastsim,uop_cpi_gem5,uop_cpi_signed_error,uop_cpi_absolute_error,l1d_miss_fastsim,l1d_miss_gem5,l1d_miss_signed_error,l1d_miss_absolute_error,private_l2_miss_fastsim,private_l2_miss_gem5,private_l2_miss_signed_error,private_l2_miss_absolute_error,cha_llc_lookup_fastsim,cha_llc_lookup_gem5,cha_llc_lookup_signed_error,cha_llc_lookup_absolute_error,branch_miss_fastsim,branch_miss_gem5,branch_miss_signed_error,branch_miss_absolute_error,llc_tag_vs_functional_path_fastsim,llc_tag_vs_functional_path_gem5,llc_tag_vs_functional_path_signed_error,llc_tag_vs_functional_path_absolute_error,llc_tag_vs_ruby_demand_miss_fastsim,llc_tag_vs_ruby_demand_miss_gem5,llc_tag_vs_ruby_demand_miss_signed_error,llc_tag_vs_ruby_demand_miss_absolute_error
4,W_v28_int_alu_dense,mechanism,14.36605163,17012470.37,2565,331,0,3686532,1324,11208,14404,0,4,677888,20,2,18,16,0,1,1.0,0.0010865985198824006,0.8686506284483712,0.8695971444320666,-0.0010884534174886334,0.0010884534174886334,0.7335254379997244,0.7343233638577826,-0.0010866137417531543,0.0010866137417531543,15,42,-0.6428571428571429,0.6428571428571429,15,73,-0.7945205479452054,0.7945205479452054,15,73,-0.7945205479452054,0.7945205479452054,56,64,-0.125,0.125,5,5,0.0,0.0,5,68,-0.9264705882352942,0.9264705882352942
4,W_v28_int_div_serial,mechanism,3.429391831,16176163.49,2225,434,0,3709970,1733,9039,14494,698,671,888832,65560,65538,22,161,0,1,1.0,0.16115949387545134,4.5057429906779705,3.880342412807551,0.16117149244515314,0.16117149244515314,0.9552300962002388,0.8226513217956594,0.16116034933875795,0.16116034933875795,19,28,-0.32142857142857145,0.32142857142857145,19,56,-0.6607142857142857,0.6607142857142857,19,56,-0.6607142857142857,0.6607142857142857,49452,49452,0.0,0.0,9,9,0.0,0.0,9,52,-0.8269230769230769,0.8269230769230769
4,W_v28_marine_base,business_base,14.13489651,17610237.37,28,931,62,3507372,1898,13420,13703,5052,1881,1906688,283128,234283,48845,1176,0,4331,1.0,0.02403395334993316,2.708351449275362,2.7750517545392674,-0.024035697768447304,0.024035697768447304,2.1738643634037107,2.2273976711477728,-0.024034014418483466,0.024034014418483466,56675,56688,-0.0002293254304261925,0.0002293254304261925,48757,48876,-0.002434732793190932,0.002434732793190932,48757,48876,-0.002434732793190932,0.002434732793190932,4327,4325,0.00046242774566473987,0.00046242774566473987,47071,47054,0.00036128703192077186,0.00036128703192077186,47071,48760,-0.03463904840032814,0.03463904840032814
4,W_v28_marine_heldout,heldout,12.93800928,16509785.62,764,872,35,3281077,1941,10978,12818,3014,1925,1785856,172874,123696,49178,682,0,3148,1.0,0.05243655371235822,2.7694881728225185,2.6315069979554697,0.05243428004343223,0.05243428004343223,2.170328828003732,2.0621953382678604,0.052436104247378476,0.052436104247378476,51536,51554,-0.0003491484656864647,0.0003491484656864647,49090,49203,-0.002296607930410747,0.002296607930410747,49090,49203,-0.002296607930410747,0.002296607930410747,7789,7786,0.0003853069612124326,0.0003853069612124326,48134,45456,0.058914114748328056,0.058914114748328056,48134,49061,-0.018894845192719268,0.018894845192719268
4,W_v28_memory_random_mlp,mechanism,10.21985416,11778960.81,23,815,244,2228436,881,19232,8708,2519,880,1669120,294988,197726,97262,2584,0,98400,1.0,0.03826787479823096,3.435611169957465,3.5723553957519174,-0.038278449550977554,0.038278449550977554,2.98086101642587,3.0994953010087247,-0.03827535552134744,0.03827535552134744,137390,137417,-0.00019648224018862294,0.00019648224018862294,97262,97327,-0.0006678516752802408,0.0006678516752802408,97262,97326,-0.0006575837905595627,0.0006575837905595627,56,61,-0.08196721311475409,0.08196721311475409,91142,91132,0.0001097309397357679,0.0001097309397357679,91142,91206,-0.000701708220950376,0.000701708220950376
4,W_v28_memory_seq_moderate,mechanism,12.55998463,14476005.65,620,1040,362,2228404,953,18564,8708,483,950,2129920,131140,38,131102,1140,0,44,1.0,0.20584784460280178,4.3626004419029965,5.49341494144201,-0.20584909598002754,0.20584909598002754,3.785173604068203,4.766299965222074,-0.20584654098835298,0.20584654098835298,131102,131116,-0.000106775679550932,0.000106775679550932,131102,131207,-0.0008002621811336285,0.0008002621811336285,131102,131207,-0.0008002621811336285,0.0008002621811336285,56,60,-0.06666666666666667,0.06666666666666667,131082,131082,0.0,0.0,131082,131148,-0.0005032482386311648,0.0005032482386311648
4,W_v28_mysql_base,business_base,16.54896736,20925197.2,27,1622,191,3821689,2730,8842,14932,1612,2704,3321856,200992,151196,49796,547,0,89802,1.0,0.07534241677049124,4.394044797684514,4.086188499708018,0.07534069903982506,0.07534069903982506,3.4750881089486874,3.231610980424993,0.07534233854214542,0.07534233854214542,61682,61704,-0.00035654090496564243,0.00035654090496564243,49779,49889,-0.0022048948666038605,0.0022048948666038605,49779,49889,-0.0022048948666038605,0.0022048948666038605,2692,2688,0.001488095238095238,0.001488095238095238,48008,47330,0.014324952461440946,0.014324952461440946,48008,49780,-0.03559662515066292,0.03559662515066292
4,W_v28_mysql_heldout,heldout,12.53955224,16476613.04,904,1550,202,3761230,2531,9297,14695,2246,2523,3174400,200362,149099,51263,541,0,37069,1.0,0.07584894546982983,4.433611645804876,4.121040963464829,0.07584750676131329,0.07584750676131329,3.3742071077812312,3.136320335973324,0.07584900339399858,0.07584900339399858,57813,57833,-0.0003458233188663912,0.0003458233188663912,51108,51228,-0.0023424689622862497,0.0023424689622862497,51108,51228,-0.0023424689622862497,0.0023424689622862497,5465,5462,0.0005492493592090809,0.0005492493592090809,50103,49007,0.022364152059909808,0.022364152059909808,50103,51094,-0.01939562375229968,0.01939562375229968
4,W_v28_pytorch_base,business_base,12.14911245,18126065.17,24,165,0,3181976,660,21812,12432,1400,657,337920,214424,165759,48665,1584,0,2946,1.0,0.655686850516553,0.6326434539606328,1.8374091314883305,-0.6556872157001954,0.6556872157001954,0.42403336794494995,1.2315341592088238,-0.6556868806486356,0.6556868806486356,49181,49207,-0.0005283801085211454,0.0005283801085211454,48662,48762,-0.002050777244575694,0.002050777244575694,48662,48762,-0.002050777244575694,0.002050777244575694,372,384,-0.03125,0.03125,46611,46609,4.291016756420434e-05,4.291016756420434e-05,46611,48652,-0.041950998931184744,0.041950998931184744
4,W_v28_pytorch_heldout,heldout,12.42490714,19344687.74,196,189,0,3032594,756,17207,11849,1032,752,387072,170618,127737,42881,1035,0,184,1.0,0.5891424128652631,0.7941776542427736,1.9329778244168603,-0.5891429046878173,0.5891429046878173,0.5100926797322688,1.241532143051459,-0.589142590800304,0.589142590800304,43061,43088,-0.0006266245822502785,0.0006266245822502785,42878,42978,-0.002326771836753688,0.002326771836753688,42878,42978,-0.002326771836753688,0.002326771836753688,3334,3338,-0.0011983223487118035,0.0011983223487118035,41943,41940,7.15307582260372e-05,7.15307582260372e-05,41943,42946,-0.023354910818236856,0.023354910818236856
4,W_v28_redis_base,business_base,17.51258818,22155083.76,26,693,27,3442920,1561,15388,13452,3742,1558,1419264,181092,144623,36469,896,0,331,1.0,0.06397911322808027,2.0803010282670553,2.2225021348646545,-0.06398243869685144,0.06398243869685144,1.6443835465244618,1.7567840982462377,-0.06398085674499393,0.06398085674499393,49400,49426,-0.0005260389268805891,0.0005260389268805891,36426,36522,-0.0026285526531953343,0.0026285526531953343,36426,36522,-0.0026285526531953343,0.0026285526531953343,372,372,0.0,0.0,34696,34696,0.0,0.0,34696,36468,-0.048590545135461224,0.048590545135461224
4,W_v28_redis_heldout,heldout,13.18026801,16867954.1,1132,1053,99,3527029,1897,13085,13779,3795,1894,2156544,156697,119932,36765,659,0,204,1.0,0.05857832001022707,3.126253879338028,3.3207848883092965,-0.05857982841830798,0.05857982841830798,2.4427896680180403,2.594787995633745,-0.05857832234135218,0.05857832234135218,43259,43287,-0.0006468454732367685,0.0006468454732367685,36722,36829,-0.0029053191778218254,0.0029053191778218254,36722,36828,-0.0028782448137286845,0.0028782448137286845,2372,2379,-0.0029424127784783522,0.0029424127784783522,35992,35992,0.0,0.0,35992,36793,-0.021770445465170006,0.021770445465170006
4,W_v28_simd_sse_dense,mechanism,8.001488959,16003102.22,2351,101,0,3604828,404,36056,14084,0,4,206848,80,54,26,60,0,1,1.0,0.1680191583036927,0.4555220816688859,0.5475146636839968,-0.16801848081315549,0.16801848081315549,0.22775927173224353,0.2737554333066378,-0.16801917324093166,0.16801917324093166,23,33,-0.30303030303030304,0.30303030303030304,23,56,-0.5892857142857143,0.5892857142857143,23,56,-0.5892857142857143,0.5892857142857143,64,64,0.0,0.0,7,7,0.0,0.0,7,54,-0.8703703703703703,0.8703703703703703
8,W_v28_bvc_encoder_base,business_base,12.15939264,15568257.58,24,626,1,7064282,3423,30566,27600,8399,3413,1282048,510232,456709,53523,2386,0,2309022,1.0,0.023644689928764465,1.8530683181002015,1.810268677989313,0.023642700462799048,0.023642700462799048,1.4473158064754492,1.4138850515356656,0.023644605976612765,0.023644605976612765,54061,54135,-0.0013669529879006188,0.0013669529879006188,53518,53762,-0.004538521632379748,0.004538521632379748,53518,53762,-0.004538521632379748,0.004538521632379748,1767,1751,0.009137635636778984,0.009137635636778984,48588,48585,6.174745291756716e-05,6.174745291756716e-05,48588,53377,-0.0897202915113251,0.0897202915113251
8,W_v28_bvc_encoder_heldout,heldout,12.257897,15924708.07,9,564,2,6615118,3073,26312,25843,8472,3062,1155072,472046,424392,47654,2034,0,1978436,1.0,0.02408008894050849,1.8098454298039681,1.7672922811164438,0.02407816134445087,0.02407816134445087,1.3931118084363725,1.3603543190973109,0.024080115657513772,0.024080115657513772,47876,47942,-0.0013766634683575988,0.0013766634683575988,47649,47880,-0.004824561403508772,0.004824561403508772,47649,47880,-0.004824561403508772,0.004824561403508772,10744,10707,0.0034556831979079107,0.0034556831979079107,45192,45190,4.425757911042266e-05,4.425757911042266e-05,45192,47733,-0.05323361196656401,0.05323361196656401
8,W_v28_cache_L1_mixed,mechanism,21.5510028,27326413.28,23,288,9,6822232,2077,26648,26656,3,55,589824,135264,133133,2131,584,0,88,1.0,0.06706614185638649,0.868656186574876,0.8140641529941707,0.06706109509909378,0.06706109509909378,0.6850665588622609,0.6420112276231366,0.06706320604162078,0.06706320604162078,2094,2112,-0.008522727272727272,0.008522727272727272,2094,2179,-0.03900871959614502,0.03900871959614502,2094,2178,-0.03856749311294766,0.03856749311294766,2280,2336,-0.023972602739726026,0.023972602739726026,2064,2064,0.0,0.0,2064,2163,-0.04576976421636616,0.04576976421636616
8,W_v28_cache_L2_mixed,mechanism,18.66176282,23662891.61,262,491,11,6822232,2719,25376,26656,395,2712,1005568,135264,118573,16691,584,0,88,1.0,0.05325576689949703,1.386471723081727,1.3163273726727516,0.053287922036104135,0.053287922036104135,1.0934422927862906,1.0381208279166454,0.05329000573147844,0.05329000573147844,131131,131154,-0.00017536636320661207,0.00017536636320661207,16430,16530,-0.006049606775559589,0.006049606775559589,16430,16529,-0.005989473047371287,0.005989473047371287,2280,2336,-0.023972602739726026,0.023972602739726026,16400,16400,0.0,0.0,16400,16504,-0.006301502666020358,0.006301502666020358
8,W_v28_coh_readmostly_sparse,mechanism,20.5335042,26635357.45,14,235,0,6293848,1880,27184,24592,1850,1872,481280,133216,116773,16443,624,0,237,1.0,0.0730488434174847,0.792570692497939,0.8550313394728967,-0.07305071064817689,0.07305071064817689,0.611001886286418,0.6591521914006537,-0.07304884326018783,0.07304884326018783,131139,131155,-0.00012199306164461896,0.00012199306164461896,16439,16515,-0.004601877081441114,0.004601877081441114,16439,16515,-0.004601877081441114,0.004601877081441114,2280,2336,-0.023972602739726026,0.023972602739726026,2072,2072,0.0,0.0,2072,10182,-0.7965036338636811,0.7965036338636811
8,W_v28_flink_base,business_base,12.08380293,15239387.69,15,944,9,6949148,4192,22326,27149,5161,4156,1933312,441994,353261,88733,1592,0,618,1.0,0.06531527090865011,2.8001573081504785,2.6284831564260815,0.06531301191894275,0.06531301191894275,2.2203352123166753,2.084205124707214,0.06531511030066411,0.06531511030066411,105251,105268,-0.00016149257134171827,0.00016149257134171827,80756,80965,-0.0025813623170505774,0.0025813623170505774,80756,80965,-0.0025813623170505774,0.0025813623170505774,3551,3542,0.002540937323546019,0.002540937323546019,71739,71735,5.5760786227085804e-05,5.5760786227085804e-05,71739,80066,-0.10400169859865611,0.10400169859865611
8,W_v28_flink_heldout,heldout,11.5641546,15186339.17,11,932,14,6426974,3393,24276,25110,5378,3384,1908736,386762,294066,92696,1630,0,564,1.0,0.06163455395982929,3.1121223415102213,2.9314512718054884,0.06163195392071352,0.06163195392071352,2.3698314323350305,2.232249052166143,0.0616339740565147,0.0616339740565147,96195,96242,-0.0004883522786309512,0.0004883522786309512,79355,79577,-0.002789750807394096,0.002789750807394096,79355,79577,-0.002789750807394096,0.002789750807394096,10082,10076,0.0005954743946010321,0.0005954743946010321,75120,75119,1.3312211291417618e-05,1.3312211291417618e-05,75120,79257,-0.05219728225898028,0.05219728225898028
8,W_v28_fp_alu_dense,mechanism,16.85953038,21458336.99,80,61,0,6881888,488,114688,26888,0,8,124928,136,85,51,96,0,9,1.0,0.004083831689838718,0.18252405026957608,0.1832728689063657,-0.00408581281701988,0.00408581281701988,0.14340672210881664,0.14399477937679464,-0.004083879085916164,0.004083879085916164,47,72,-0.3472222222222222,0.3472222222222222,47,117,-0.5982905982905983,0.5982905982905983,47,117,-0.5982905982905983,0.5982905982905983,128,120,0.06666666666666667,0.06666666666666667,9,9,0.0,0.0,9,112,-0.9196428571428571,0.9196428571428571
8,W_v28_gofeed_base,business_base,12.15056016,15245992.23,29,982,15,6545602,3411,25599,25573,8931,3406,2011136,396480,328584,67896,1702,0,8987,1.0,0.10914467565940744,3.0787088297583574,2.775756901925753,0.1091420965655975,0.1091420965655975,2.4536308501494593,2.2121833259976738,0.10914444626459471,0.10914444626459471,99244,99304,-0.0006042052686699428,0.0006042052686699428,67892,68108,-0.0031714336054501674,0.0031714336054501674,67892,68108,-0.0031714336054501674,0.0031714336054501674,12153,12142,0.0009059463020919124,0.0009059463020919124,55546,54512,0.018968300557675375,0.018968300557675375,55546,66423,-0.16375351911235567,0.16375351911235567
8,W_v28_gofeed_heldout,heldout,12.20401101,15666534.9,4,1043,15,6411005,3620,22695,25047,7120,3610,2136064,338083,260652,77431,1339,0,7677,1.0,0.06703174229351719,3.419903714055213,3.205069931365162,0.06702935888782469,0.06702935888782469,2.6640570394189367,2.49669945066755,0.0670315318516371,0.0670315318516371,94092,94154,-0.0006584956560528496,0.0006584956560528496,77091,77367,-0.003567412462677886,0.003567412462677886,77091,77367,-0.003567412462677886,0.003567412462677886,11076,11070,0.0005420054200542005,0.0005420054200542005,70744,69146,0.02311051976976253,0.02311051976976253,70744,76798,-0.07883017786921534,0.07883017786921534
8,W_v28_int_alu_dense,mechanism,28.59517976,33862794.09,53,331,0,7373064,2648,22416,28808,0,8,677888,40,5,35,32,0,9,1.0,0.0012035590108697542,0.8686262152014864,0.8696748041648812,-0.0012057253566195858,0.0012057253566195858,0.733504822418468,0.734388717492869,-0.0012035793216139535,0.0012035793216139535,31,85,-0.6352941176470588,0.6352941176470588,31,147,-0.7891156462585034,0.7891156462585034,31,147,-0.7891156462585034,0.7891156462585034,112,128,-0.125,0.125,7,7,0.0,0.0,7,139,-0.9496402877697842,0.9496402877697842
8,W_v28_int_div_serial,mechanism,5.927876272,27961406.43,34,434,0,7419965,3464,17931,28988,1344,1298,888832,131120,131077,43,317,0,9,1.0,0.16102962811836588,4.5047684495323725,3.8799320566838476,0.16104312748779642,0.16104312748779642,0.9550202730066786,0.822562868479763,0.1610301286413761,0.1610301286413761,38,57,-0.3333333333333333,0.3333333333333333,38,115,-0.6695652173913044,0.6695652173913044,38,115,-0.6695652173913044,0.6695652173913044,98826,98826,0.0,0.0,15,15,0.0,0.0,15,98,-0.8469387755102041,0.8469387755102041
8,W_v28_marine_base,business_base,11.05429267,13772299.79,31,957,6,7014825,3879,26754,27407,10060,3859,1959936,566256,468606,97650,2345,0,8469,1.0,0.022439151832972976,2.7795012705075477,2.843309110897787,-0.022441401163762933,0.022441401163762933,2.2309578642375256,2.2821684323909452,-0.022439434104242765,0.022439434104242765,113348,113385,-0.0003263218238744102,0.0003263218238744102,97476,97738,-0.0026806359860033968,0.0026806359860033968,97476,97738,-0.0026806359860033968,0.0026806359860033968,8623,8619,0.00046409096182851837,0.00046409096182851837,89826,89769,0.0006349630718845036,0.0006349630718845036,89826,97026,-0.07420691361078474,0.07420691361078474
8,W_v28_marine_heldout,heldout,12.10354802,15444630.56,20,888,3,6561758,3940,21611,25635,6419,3899,1818624,345727,247383,98344,1344,0,6414,1.0,0.05045363809554286,2.827728811133436,2.691917475123991,0.05045152285108202,0.05045152285108202,2.2160161956597606,2.1095801811909434,0.05045364732651678,0.05045364732651678,103079,103113,-0.0003297353389000417,0.0003297353389000417,98171,98399,-0.002317096718462586,0.002317096718462586,98171,98399,-0.002317096718462586,0.002317096718462586,15474,15471,0.00019391118867558658,0.00019391118867558658,94078,88796,0.059484661471237446,0.059484661471237446,94078,97956,-0.03958920331577443,0.03958920331577443
8,W_v28_memory_random_mlp,mechanism,8.206761917,9458757.975,0,964,168,4456872,1854,38464,17416,5435,1850,1974272,589976,395574,194402,5168,0,196726,1.0,0.045025917880211076,3.9808755958193345,3.8094245316490527,0.04500707724903077,0.04500707724903077,3.453952233763949,3.30518265861118,0.04501099954798906,0.04501099954798906,274830,274884,-0.00019644650106954206,0.00019644650106954206,194402,194651,-0.0012792125393653257,0.0012792125393653257,194402,194650,-0.001274081685075777,0.001274081685075777,112,122,-0.08196721311475409,0.08196721311475409,182103,182085,9.885493038965319e-05,9.885493038965319e-05,182103,182232,-0.0007078888449888054,0.0007078888449888054
8,W_v28_memory_seq_moderate,mechanism,12.28671785,14161052.12,28,1188,245,4456808,1860,37128,17416,1015,1850,2433024,262280,77,262203,2280,0,117,1.0,0.34153212967818897,4.977413760644152,7.585248284173016,-0.34380344925165274,0.34380344925165274,4.318611212329541,6.581252214284641,-0.3438009862384587,0.3438009862384587,262203,262237,-0.00012965371019345095,0.00012965371019345095,262203,262432,-0.0008726069991464455,0.0008726069991464455,262203,262432,-0.0008726069991464455,0.0008726069991464455,112,120,-0.06666666666666667,0.06666666666666667,262160,262160,0.0,0.0,262160,262289,-0.0004918239041667779,0.0004918239041667779
8,W_v28_mysql_base,business_base,12.31166655,15567266.64,8,1593,21,7643587,5458,17181,29864,3293,5402,3262464,401984,302415,99569,1095,0,178316,1.0,0.05724234005578189,4.315518996869352,4.081870896161736,0.05724044357388178,0.05724044357388178,3.4130096249313313,3.228218873844856,0.057242324113664186,0.057242324113664186,123379,123433,-0.0004374843032252315,0.0004374843032252315,99538,99790,-0.002525303136586832,0.002525303136586832,99538,99790,-0.002525303136586832,0.002525303136586832,5414,5406,0.0014798372179060304,0.0014798372179060304,91658,90334,0.01465671840060221,0.01465671840060221,91658,99056,-0.07468502665159102,0.07468502665159102
8,W_v28_mysql_heldout,heldout,12.03050492,15808250.68,16,1544,33,7521091,5087,17320,29383,4740,5061,3162112,400653,298154,102499,1093,0,74208,1.0,0.05297338752115817,4.417712120002383,4.1954711404926215,0.052971638242199075,0.052971638242199075,3.361998013320142,3.1928614545135443,0.05297334733002595,0.05297334733002595,115625,115666,-0.00035446890183805094,0.00035446890183805094,102189,102456,-0.0026059967205434528,0.0026059967205434528,102189,102456,-0.0026059967205434528,0.0026059967205434528,11151,11144,0.000628140703517588,0.000628140703517588,97857,95669,0.022870522321755217,0.022870522321755217,97857,101990,-0.04052358074321012,0.04052358074321012
