cores,workload,domain,fastsim_mips,fastsim_uops_per_second,frontier_waits,interval_steps,interval_zero_progress_steps,batch_memory_events,max_batch_memory_events,reordered_memory_event_pairs,same_line_reordered_pairs,branch_outcome_coverage,per_core_uop_cpi_mape,macro_cpi_fastsim,macro_cpi_gem5,macro_cpi_signed_error,macro_cpi_absolute_error,uop_cpi_fastsim,uop_cpi_gem5,uop_cpi_signed_error,uop_cpi_absolute_error,l1d_miss_fastsim,l1d_miss_gem5,l1d_miss_signed_error,l1d_miss_absolute_error,private_l2_miss_fastsim,private_l2_miss_gem5,private_l2_miss_signed_error,private_l2_miss_absolute_error,cha_llc_lookup_fastsim,cha_llc_lookup_gem5,cha_llc_lookup_signed_error,cha_llc_lookup_absolute_error,branch_miss_fastsim,branch_miss_gem5,branch_miss_signed_error,branch_miss_absolute_error,llc_tag_vs_functional_path_fastsim,llc_tag_vs_functional_path_gem5,llc_tag_vs_functional_path_signed_error,llc_tag_vs_functional_path_absolute_error,llc_tag_vs_ruby_demand_miss_fastsim,llc_tag_vs_ruby_demand_miss_gem5,llc_tag_vs_ruby_demand_miss_signed_error,llc_tag_vs_ruby_demand_miss_absolute_error
4,W_v28_bvc_encoder_base,business_base,11.67976564,14954236.52,33,13714,0,255116,148,123366,69654,1.0,0.09469999837951112,1.9548709799377038,1.7857627804285172,0.09469802000723009,0.09469802000723009,1.526820501525118,1.3947390399260293,0.09469976663598205,0.09469976663598205,27031,27067,-0.001330032881368456,0.001330032881368456,26755,26871,-0.004316921588329426,0.004316921588329426,26755,26871,-0.004316921588329426,0.004316921588329426,860,852,0.009389671361502348,0.009389671361502348,25630,25630,0.0,0.0,25630,26829,-0.04469044690446904,0.04469044690446904
4,W_v28_bvc_encoder_heldout,heldout,11.68310174,15177935.41,36,12869,0,236042,134,83336,48247,1.0,0.07578581672674818,1.865516038722935,1.7340999960724246,0.07578342826143565,0.07578342826143565,1.435966954821366,1.3348082600329227,0.07578518789353929,0.07578518789353929,23942,23968,-0.0010847797062750334,0.0010847797062750334,23815,23921,-0.004431252874043727,0.004431252874043727,23815,23921,-0.004431252874043727,0.004431252874043727,5365,5351,0.002616333395626986,0.002616333395626986,23247,23247,0.0,0.0,23247,23902,-0.02740356455526734,0.02740356455526734
4,W_v28_cache_L1_mixed,mechanism,13.88848441,17610431.79,3071,13293,1,67632,68,604,24,1.0,0.021397857576720608,0.8313525489000736,0.8139404176356185,0.021392390508183434,0.021392390508183434,0.655647008193213,0.6419138252142907,0.021394122449906215,0.021394122449906215,1047,1056,-0.008522727272727272,0.008522727272727272,1047,1088,-0.03768382352941176,0.03768382352941176,1047,1088,-0.03768382352941176,0.03768382352941176,1140,1168,-0.023972602739726026,0.023972602739726026,1034,1034,0.0,0.0,1034,1083,-0.04524469067405355,0.04524469067405355
4,W_v28_cache_L2_mixed,mechanism,13.25869872,16811871.08,2863,13319,1,67632,68,6225,24,1.0,0.07668340605279499,1.4155201510679583,1.3146500324140433,0.07672773450489394,0.07672773450489394,1.1163513641869698,1.0367982874918247,0.07672956027695252,0.07672956027695252,65566,65577,-0.00016774173871936807,0.00016774173871936807,8215,8261,-0.005568333131582133,0.005568333131582133,8215,8261,-0.005568333131582133,0.005568333131582133,1140,1168,-0.023972602739726026,0.023972602739726026,8202,8202,0.0,0.0,8202,8254,-0.006299975769323964,0.006299975769323964
4,W_v28_coh_readmostly_sparse,mechanism,18.13542721,23524654.22,113,11991,0,66608,60,1815,9,1.0,0.12705766595714574,0.9646582852431986,0.8559100284747149,0.1270557104726065,0.1270557104726065,0.7436661959424504,0.6598297714132277,0.12705765662810467,0.12705765662810467,65570,65578,-0.00012199213150751776,0.00012199213150751776,8219,8257,-0.004602155746639215,0.004602155746639215,8219,8257,-0.004602155746639215,0.004602155746639215,1140,1168,-0.023972602739726026,0.023972602739726026,2062,2062,0.0,0.0,2062,5099,-0.5956069817611296,0.5956069817611296
4,W_v28_flink_base,business_base,11.24320741,14179149.74,39,13519,0,221009,164,228477,209,1.0,0.14209855040722613,2.954612368803675,2.587007128977067,0.14209672470905155,0.14209672470905155,2.3428287498122136,2.0513365844392992,0.14209865293880533,0.14209865293880533,52620,52642,-0.000417917252384028,0.000417917252384028,40362,40461,-0.0024468006228219766,0.0024468006228219766,40362,40461,-0.0024468006228219766,0.0024468006228219766,1758,1753,0.002852253280091272,0.002852253280091272,38233,38232,2.6156099602427287e-05,2.6156099602427287e-05,38233,40365,-0.05281803542673108,0.05281803542673108
4,W_v28_flink_heldout,heldout,10.77441899,14149198.23,48,12514,0,193362,127,172857,186,1.0,0.13480079340395595,3.230805320935418,2.8470269220945084,0.13479970837738706,0.13479970837738706,2.460213620193491,2.167968134879659,0.1348015594011737,0.1348015594011737,48105,48131,-0.0005401923915979306,0.0005401923915979306,39712,39809,-0.0024366349317993417,0.0024366349317993417,39712,39809,-0.0024366349317993417,0.0024366349317993417,5069,5069,0.0,0.0,38768,38768,0.0,0.0,38768,39768,-0.025145845906256285,0.025145845906256285
4,W_v28_fp_alu_dense,mechanism,20.79479392,26467029.97,2965,6721,0,68,48,33,1,1.0,0.0038510191726039054,0.18255308666086678,0.18325913366149857,-0.003852724753877427,0.003852724753877427,0.14342953561580776,0.14398402773640534,-0.0038510668809230556,0.0038510668809230556,23,31,-0.25806451612903225,0.25806451612903225,23,54,-0.5740740740740741,0.5740740740740741,23,54,-0.5740740740740741,0.5740740740740741,64,60,0.06666666666666667,0.06666666666666667,7,7,0.0,0.0,7,52,-0.8653846153846154,0.8653846153846154
4,W_v28_gofeed_base,business_base,11.81575647,14824894.04,38,12740,0,198240,140,102561,186,1.0,0.12106816005947293,3.289447290895735,2.9342149453596327,0.12106554978117436,0.12106554978117436,2.6217595902926742,2.3386275931590803,0.12106758594733405,0.12106758594733405,49620,49644,-0.00048344210780759005,0.00048344210780759005,33942,34036,-0.002761781642966271,0.002761781642966271,33942,34036,-0.002761781642966271,0.002761781642966271,5901,5896,0.0008480325644504749,0.0008480325644504749,31005,30398,0.01996841897493256,0.01996841897493256,31005,33888,-0.0850743626062323,0.0850743626062323
4,W_v28_gofeed_heldout,heldout,12.58423862,16154394.11,42,12494,0,168968,116,87887,156,1.0,0.14676707197114788,3.712239082647594,3.2371412503785164,0.1467646282699356,0.1467646282699356,2.8918263410274907,2.5217217384629738,0.146766630480848,0.146766630480848,47048,47072,-0.0005098572399728076,0.0005098572399728076,38542,38659,-0.0030264621433560104,0.0030264621433560104,38542,38659,-0.0030264621433560104,0.0030264621433560104,5636,5635,0.0001774622892635315,0.0001774622892635315,37139,36293,0.02331028021932604,0.02331028021932604,37139,38589,-0.037575474876260076,0.037575474876260076
