cores,workload,domain,fastsim_mips,fastsim_uops_per_second,frontier_waits,branch_outcome_coverage,per_core_uop_cpi_mape,macro_cpi_fastsim,macro_cpi_gem5,macro_cpi_signed_error,macro_cpi_absolute_error,uop_cpi_fastsim,uop_cpi_gem5,uop_cpi_signed_error,uop_cpi_absolute_error,l1d_miss_fastsim,l1d_miss_gem5,l1d_miss_signed_error,l1d_miss_absolute_error,private_l2_miss_fastsim,private_l2_miss_gem5,private_l2_miss_signed_error,private_l2_miss_absolute_error,cha_llc_lookup_fastsim,cha_llc_lookup_gem5,cha_llc_lookup_signed_error,cha_llc_lookup_absolute_error,branch_miss_fastsim,branch_miss_gem5,branch_miss_signed_error,branch_miss_absolute_error,llc_tag_vs_functional_path_fastsim,llc_tag_vs_functional_path_gem5,llc_tag_vs_functional_path_signed_error,llc_tag_vs_functional_path_absolute_error,llc_tag_vs_ruby_demand_miss_fastsim,llc_tag_vs_ruby_demand_miss_gem5,llc_tag_vs_ruby_demand_miss_signed_error,llc_tag_vs_ruby_demand_miss_absolute_error
4,W_v28_bvc_encoder_base,business_base,16.44392298,21054045.19,3884,1.0,0.08974517798803519,1.946022792148783,1.7857627804285172,0.08974316940451028,0.08974316940451028,1.5199097669262038,1.3947390399260293,0.0897449081276258,0.0897449081276258,27031,27067,-0.001330032881368456,0.001330032881368456,26755,26871,-0.004316921588329426,0.004316921588329426,26755,26871,-0.004316921588329426,0.004316921588329426,860,852,0.009389671361502348,0.009389671361502348,25630,25630,0.0,0.0,25630,26829,-0.04469044690446904,0.04469044690446904
4,W_v28_bvc_encoder_heldout,heldout,15.21115075,19761350.07,3708,1.0,0.1087258956149108,1.9226381806127675,1.7340999960724246,0.1087239403537076,0.1087239403537076,1.4799362943712788,1.3348082600329227,0.10872575386578484,0.10872575386578484,23942,23968,-0.0010847797062750334,0.0010847797062750334,23815,23921,-0.004431252874043727,0.004431252874043727,23815,23921,-0.004431252874043727,0.004431252874043727,5365,5351,0.002616333395626986,0.002616333395626986,23247,23247,0.0,0.0,23247,23902,-0.02740356455526734,0.02740356455526734
4,W_v28_cache_L1_mixed,mechanism,15.1043389,19152120.71,3337,1.0,0.0021372772636031137,0.8156770178947134,0.8139404176356185,0.0021335717227796737,0.0021335717227796737,0.6432844851948747,0.6419138252142907,0.002135271007952469,0.002135271007952469,1047,1056,-0.008522727272727272,0.008522727272727272,1047,1088,-0.03768382352941176,0.03768382352941176,1047,1088,-0.03768382352941176,0.03768382352941176,1140,1168,-0.023972602739726026,0.023972602739726026,1034,1034,0.0,0.0,1034,1083,-0.04524469067405355,0.04524469067405355
4,W_v28_cache_L2_mixed,mechanism,14.50626603,18393771.48,3588,1.0,0.02907116321033311,1.276431688585894,1.3146500324140433,-0.029071116179847832,0.029071116179847832,1.0066591109771699,1.0367982874918247,-0.02906946980744551,0.02906946980744551,65566,65577,-0.00016774173871936807,0.00016774173871936807,8215,8261,-0.005568333131582133,0.005568333131582133,8215,8261,-0.005568333131582133,0.005568333131582133,1140,1168,-0.023972602739726026,0.023972602739726026,8202,8202,0.0,0.0,8202,8254,-0.006299975769323964,0.006299975769323964
4,W_v28_coh_readmostly_sparse,mechanism,23.38233404,30330761.81,3138,1.0,0.38832382680899513,1.1882782357790602,0.8559100284747149,0.38832143128016183,0.38832143128016183,0.9160573944588429,0.6598297714132277,0.3883238285790367,0.3883238285790367,65570,65578,-0.00012199213150751776,0.00012199213150751776,8219,8257,-0.004602155746639215,0.004602155746639215,8219,8257,-0.004602155746639215,0.004602155746639215,1140,1168,-0.023972602739726026,0.023972602739726026,2062,2062,0.0,0.0,2062,5099,-0.5956069817611296,0.5956069817611296
4,W_v28_flink_base,business_base,14.87091622,18754163.32,3754,1.0,0.02899092697990149,2.6620029166433774,2.587007128977067,0.02898940123754685,0.02898940123754685,2.1108071674800715,2.0513365844392992,0.028991138505447947,0.028991138505447947,52620,52642,-0.000417917252384028,0.000417917252384028,40362,40461,-0.0024468006228219766,0.0024468006228219766,40362,40461,-0.0024468006228219766,0.0024468006228219766,1758,1753,0.002852253280091272,0.002852253280091272,38233,38232,2.6156099602427287e-05,2.6156099602427287e-05,38233,40365,-0.05281803542673108,0.05281803542673108
4,W_v28_flink_heldout,heldout,13.93447968,18299057.74,3386,1.0,0.0031459264838950146,2.8559776334024423,2.8470269220945084,0.00314388010821795,0.00314388010821795,2.174787514163907,2.167968134879659,0.0031455163821520974,0.0031455163821520974,48105,48131,-0.0005401923915979306,0.0005401923915979306,39712,39809,-0.0024366349317993417,0.0024366349317993417,39712,39809,-0.0024366349317993417,0.0024366349317993417,5069,5069,0.0,0.0,38768,38768,0.0,0.0,38768,39768,-0.025145845906256285,0.025145845906256285
4,W_v28_fp_alu_dense,mechanism,6.995594614,8903796.448,13436,1.0,0.0015601742221550434,0.18297291219099363,0.18325913366149857,-0.001561840137439637,0.001561840137439637,0.14375938695892754,0.14398402773640534,-0.0015601784518006207,0.0015601784518006207,23,31,-0.25806451612903225,0.25806451612903225,23,54,-0.5740740740740741,0.5740740740740741,23,54,-0.5740740740740741,0.5740740740740741,64,60,0.06666666666666667,0.06666666666666667,7,7,0.0,0.0,7,52,-0.8653846153846154,0.8653846153846154
4,W_v28_gofeed_base,business_base,15.463298,19401360.79,3590,1.0,0.22631152695748213,2.270161667528014,2.9342149453596327,-0.22631378075481406,0.22631378075481406,1.8093672270807741,2.3386275931590803,-0.22631237552592426,0.22631237552592426,49620,49644,-0.00048344210780759005,0.00048344210780759005,33942,34036,-0.002761781642966271,0.002761781642966271,33942,34036,-0.002761781642966271,0.002761781642966271,5901,5896,0.0008480325644504749,0.0008480325644504749,31005,30398,0.01996841897493256,0.01996841897493256,31005,33888,-0.0850743626062323,0.0850743626062323
4,W_v28_gofeed_heldout,heldout,14.3985832,18483469.27,3576,1.0,0.17064850276732407,2.6847173889358866,3.2371412503785164,-0.17065176299552431,0.17065176299552431,2.09138912949599,2.5217217384629738,-0.17065031498252375,0.17065031498252375,47048,47072,-0.0005098572399728076,0.0005098572399728076,38542,38659,-0.0030264621433560104,0.0030264621433560104,38542,38659,-0.0030264621433560104,0.0030264621433560104,5636,5635,0.0001774622892635315,0.0001774622892635315,37139,36293,0.02331028021932604,0.02331028021932604,37139,38589,-0.037575474876260076,0.037575474876260076
