cores,workload,domain,fastsim_mips,fastsim_uops_per_second,frontier_waits,interval_steps,interval_zero_progress_steps,interval_accepted_uops,interval_active_prefixes,max_interval_accepted_uops,epoch_lookahead_chunks,epoch_inflight_memory_uops,epoch_corrected_horizon_violations,epoch_advanced_cycles,batch_memory_events,interval_private_memory_events,interval_escape_memory_events,retired_uops,memory_accesses,uop_conservation_ok,memory_event_conservation_ok,memory_partition_ok,private_preview_epochs,private_preview_events,materialized_escape_events,state_certificate_failures,timing_certificate_failures,timing_reweave_passes,replayed_shared_events,canonical_fallback_epochs,max_batch_memory_events,reordered_memory_event_pairs,same_line_reordered_pairs,branch_outcome_coverage,per_core_uop_cpi_mape,per_core_dtlb_access_mape,per_core_dtlb_miss_mape,macro_cpi_fastsim,macro_cpi_gem5,macro_cpi_signed_error,macro_cpi_absolute_error,uop_cpi_fastsim,uop_cpi_gem5,uop_cpi_signed_error,uop_cpi_absolute_error,l1d_miss_fastsim,l1d_miss_gem5,l1d_miss_signed_error,l1d_miss_absolute_error,private_l2_miss_fastsim,private_l2_miss_gem5,private_l2_miss_signed_error,private_l2_miss_absolute_error,cha_llc_lookup_fastsim,cha_llc_lookup_gem5,cha_llc_lookup_signed_error,cha_llc_lookup_absolute_error,branch_miss_fastsim,branch_miss_gem5,branch_miss_signed_error,branch_miss_absolute_error,dtlb_access_fastsim,dtlb_access_gem5,dtlb_access_signed_error,dtlb_access_absolute_error,dtlb_miss_fastsim,dtlb_miss_gem5,dtlb_miss_signed_error,dtlb_miss_absolute_error,llc_tag_vs_functional_path_fastsim,llc_tag_vs_functional_path_gem5,llc_tag_vs_functional_path_signed_error,llc_tag_vs_functional_path_absolute_error,llc_tag_vs_ruby_demand_miss_fastsim,llc_tag_vs_ruby_demand_miss_gem5,llc_tag_vs_ruby_demand_miss_signed_error,llc_tag_vs_ruby_demand_miss_absolute_error
8,W_v28_simd_sse_dense,mechanism,18.568632,37137552.45,16,101,0,7209656,808,72104,3528,0,8,206848,160,109,51,7209656,160,True,True,True,0,0,0,0,0,0,0,0,120,0,9,1.0,0.16788233702978994,0.5068663955328625,0.28958333333333336,0.4556191744340879,0.5475412419122355,-0.1678815410454171,0.1678815410454171,0.22780781773776723,0.2737687603029528,-0.16788234900989113,0.16788234900989113,47,77,-0.38961038961038963,0.38961038961038963,47,121,-0.6115702479338843,0.6115702479338843,47,121,-0.6115702479338843,0.6115702479338843,128,128,0.0,0.0,160,335,-0.5223880597014925,0.5223880597014925,29,41,-0.2926829268292683,0.2926829268292683,9,9,0.0,0.0,9,116,-0.9224137931034483,0.9224137931034483
8,W_v28_cache_L1_mixed,mechanism,24.41513875,30958103.33,14,288,11,6822232,2083,26648,3336,4,59,589824,135264,133133,2131,6822232,135264,True,True,True,0,0,0,0,0,0,0,0,560,0,82,1.0,0.06644879858406179,0.0017490489779538672,0.10694444444444445,0.8681545472793643,0.8140641529941707,0.06644487917352246,0.06644487917352246,0.6846709405367627,0.6420112276231366,0.06644698889700348,0.06644698889700348,2095,2112,-0.008049242424242424,0.008049242424242424,2095,2179,-0.038549793483249196,0.038549793483249196,2095,2178,-0.03810835629017447,0.03810835629017447,2280,2336,-0.023972602739726026,0.023972602739726026,135264,135501,-0.0017490645825492062,0.0017490645825492062,84,76,0.10526315789473684,0.10526315789473684,2064,2064,0.0,0.0,2064,2163,-0.04576976421636616,0.04576976421636616
16,W_v28_pytorch_base,business_base,10.49581952,15659408,10,313,61,12727904,3575,100586,6224,8047,3559,641024,857696,663024,194672,12727904,857696,True,True,True,0,0,0,0,0,0,0,0,6775,0,337571,1.0,0.39274990554899836,0.004661461368965309,0.9940414063273976,1.194693328769564,1.967385611568136,-0.3927508050557945,0.3927508050557945,0.8007509327537354,1.3186513303062561,-0.3927500664123537,0.3927500664123537,196715,196885,-0.0008634482058054194,0.0008634482058054194,194660,195086,-0.002183652337943266,0.002183652337943266,194660,195085,-0.002178537560550529,0.002178537560550529,1488,1532,-0.028720626631853787,0.028720626631853787,857696,861713,-0.004661644886406495,0.004661644886406495,391540,196355,0.9940414045988134,0.9940414045988134,159670,159620,0.00031324395439168026,0.00031324395439168026,159670,189357,-0.15677793796902148,0.15677793796902148
16,W_v28_memory_seq_moderate,mechanism,13.00760823,14991914.08,3,1451,160,8913616,3768,73892,4368,2062,3744,2971648,524560,154,524406,8913616,524560,True,True,True,0,0,0,0,0,0,0,0,4558,0,357,1.0,0.2497604761059503,0.001775448911689856,0.48769210721286615,6.009881398904345,8.170041469460882,-0.264400135376434,0.264400135376434,5.2144230803750125,7.0886393011403435,-0.26439717710898725,0.26439717710898725,524406,524478,-0.00013727935204145837,0.00013727935204145837,524406,524889,-0.0009201945554202889,0.0009201945554202889,524406,524889,-0.0009201945554202889,0.0009201945554202889,224,240,-0.06666666666666667,0.06666666666666667,524560,525493,-0.0017754756010070543,0.0017754756010070543,12445,8364,0.4879244380679101,0.4879244380679101,524317,524317,0.0,0.0,524317,524563,-0.0004689617834273481,0.0004689617834273481
16,W_v28_memory_random_mlp,mechanism,8.069619988,9300694.134,7,1203,154,8913744,3897,71488,4368,9877,3892,2463744,1179952,791256,388696,8913744,1179952,True,True,True,0,0,0,0,0,0,0,0,9616,0,680,1.0,0.1986992644677545,0.0012670584094595654,0.0003380484639189807,4.967357298166201,4.144006528101818,0.19868471839534535,0.19868471839534535,4.309859583133642,3.5954760956798797,0.19868953886583343,0.19868953886583343,549629,549718,-0.00016190119297530733,0.00016190119297530733,388695,389187,-0.001264173777644166,0.001264173777644166,388695,389187,-0.001264173777644166,0.001264173777644166,224,245,-0.08571428571428572,0.08571428571428572,1179952,1181449,-0.001267088126529372,0.001267088126529372,461823,461715,0.00023391052922257236,0.00023391052922257236,364132,364103,7.964779197095327e-05,7.964779197095327e-05,364132,364373,-0.0006614101483918951,0.0006614101483918951
16,W_v28_int_div_serial,mechanism,4.690930513,22130839.61,14,458,0,14842630,7312,33682,7256,2734,2524,937984,262240,262154,86,14842630,262240,True,True,True,0,0,0,0,0,0,0,0,593,0,37,1.0,0.22543159720402664,0.5001098860343967,0.3727734071484072,4.754958526376818,3.880183309409959,0.2254468789774475,0.2254468789774475,1.0078777143942819,0.8224671531223862,0.22543217752588585,0.22543217752588585,76,117,-0.3504273504273504,0.3504273504273504,76,233,-0.6738197424892703,0.6738197424892703,76,233,-0.6738197424892703,0.6738197424892703,197395,197395,0.0,0.0,262240,524600,-0.500114372855509,0.500114372855509,90,150,-0.4,0.4,28,28,0.0,0.0,28,183,-0.8469945355191257,0.8469945355191257
16,W_v28_simd_sse_dense,mechanism,16.1047686,32209787.38,8,101,0,14419312,1616,144198,7056,0,16,206848,320,218,102,14419312,320,True,True,True,0,0,0,0,0,0,0,0,240,0,37,1.0,0.16796405974909573,0.538096856164842,0.27916666666666673,0.45563373834886817,0.5476125087729519,-0.16796323851363928,0.16796323851363928,0.22781509963859578,0.27380441248075427,-0.16796410410438903,0.16796410410438903,94,159,-0.4088050314465409,0.4088050314465409,94,248,-0.6209677419354839,0.6209677419354839,94,248,-0.6209677419354839,0.6209677419354839,256,256,0.0,0.0,320,707,-0.5473833097595474,0.5473833097595474,61,85,-0.2823529411764706,0.2823529411764706,14,14,0.0,0.0,14,238,-0.9411764705882353,0.9411764705882353
16,W_v28_cache_L1_mixed,mechanism,21.80093501,27643324.32,18,292,12,13644464,4158,53296,6672,264,366,598016,270528,266266,4262,13644464,270528,True,True,True,0,0,0,0,0,0,0,0,1120,0,365,1.0,0.07768001154992209,0.0017674705077844058,0.05972222222222223,0.8772790296560081,0.8140456360970115,0.07767794673302682,0.07767794673302682,0.6918669725685084,0.6419965335658459,0.07768023095960783,0.07768023095960783,4189,4226,-0.008755324183625178,0.008755324183625178,4189,4361,-0.039440495299243296,0.039440495299243296,4189,4360,-0.039220183486238534,0.039220183486238534,4560,4672,-0.023972602739726026,0.023972602739726026,270528,271007,-0.0017674820207596114,0.0017674820207596114,164,155,0.05806451612903226,0.05806451612903226,4125,4125,0.0,0.0,4125,4328,-0.046903881700554526,0.046903881700554526
32,W_v28_pytorch_base,business_base,9.310123785,13890390.03,19,406,88,25455808,6797,201825,12448,16250,6765,831488,1715392,1325983,389409,25455808,1715392,True,True,True,0,0,0,0,0,0,0,0,13622,0,2276720,1.0,0.2374816049107381,0.005126486629180481,0.9939851803548653,1.553403075386592,2.037204452174663,-0.23748297637560414,0.23748297637560414,1.041178461119757,1.365447747635383,-0.23748201795138632,0.23748201795138632,393460,393856,-0.0010054436139096522,0.0010054436139096522,389385,390287,-0.0023111197657108744,0.0023111197657108744,389385,390287,-0.0023111197657108744,0.0023111197657108744,2976,3046,-0.02298095863427446,0.02298095863427446,1715392,1724232,-0.0051269202752297835,0.0051269202752297835,783030,392696,0.9939851691893984,0.9939851691893984,266200,266053,0.0005525214900790444,0.0005525214900790444,266200,355394,-0.25097216047541604,0.25097216047541604
32,W_v28_memory_seq_moderate,mechanism,10.70523633,12338316.19,3,1928,213,17827232,7530,147804,8736,4457,7487,3948544,1049120,308,1048812,17827232,1049120,True,True,True,0,0,0,0,0,0,0,0,9118,0,1343,1.0,0.15821247225779184,0.0018352764926629894,0.4876321294775833,7.901600488968976,7.98771374442292,-0.010780713757308746,0.010780713757308746,6.855757248236855,6.930443890205492,-0.010776602935085975,0.010776602935085975,1048812,1048963,-0.0001439516932437083,0.0001439516932437083,1048812,1049811,-0.0009515998594032641,0.0009515998594032641,1048812,1049810,-0.0009506482125336966,0.0009506482125336966,448,480,-0.06666666666666667,0.06666666666666667,1049120,1051049,-0.0018353092957607115,0.0018353092957607115,24888,16735,0.4871825515386914,0.4871825515386914,1048668,1048651,1.6211303856097023e-05,1.6211303856097023e-05,1048668,1049123,-0.0004336955723971355,0.0004336955723971355
32,W_v28_memory_random_mlp,mechanism,6.660829328,7676983.098,2,1670,270,17827488,7690,142914,8736,19349,7681,3420160,2359904,1582499,777405,17827488,2359904,True,True,True,0,0,0,0,0,0,0,0,19225,0,2329,1.0,0.4417546311183709,0.0012869228573933608,0.0003109895873507933,6.832023556586286,4.738724131911895,0.4417432554424357,0.4417432554424357,5.927711744918858,4.11147205992022,0.441749246627224,0.441749246627224,1099199,1099389,-0.00017282326819715313,0.00017282326819715313,777404,778304,-0.0011563604966696817,0.0011563604966696817,777404,778304,-0.0011563604966696817,0.0011563604966696817,448,492,-0.08943089430894309,0.08943089430894309,2359904,2362945,-0.0012869533569338262,0.0012869533569338262,923522,923383,0.00015053341896049634,0.00015053341896049634,728522,728474,6.589116426941798e-05,6.589116426941798e-05,728522,728996,-0.0006502093289949465,0.0006502093289949465
32,W_v28_int_div_serial,mechanism,4.310034239,20333058.64,12,459,0,29684105,14631,66501,14512,5449,5046,940032,524480,524308,172,29684105,524480,True,True,True,0,0,0,0,0,0,0,0,1181,0,149,1.0,0.2255242275901169,0.5005563990111911,0.36196069555444566,4.756510926557867,3.881154729037766,0.22554014426967295,0.22554014426967295,1.0082459956262788,0.8227053998403602,0.22552495197177677,0.22552495197177677,153,254,-0.39763779527559057,0.39763779527559057,153,488,-0.6864754098360656,0.6864754098360656,153,488,-0.6864754098360656,0.6864754098360656,395268,395268,0.0,0.0,524480,1050141,-0.5005623054427929,0.5005623054427929,186,305,-0.3901639344262295,0.3901639344262295,54,54,0.0,0.0,54,394,-0.8629441624365483,0.8629441624365483
32,W_v28_simd_sse_dense,mechanism,12.02602249,24052231.8,5,101,0,28838624,3232,288410,14112,0,32,206848,640,436,204,28838624,640,True,True,True,0,0,0,0,0,0,0,0,480,0,149,1.0,0.1681727005666369,0.558643854911485,0.26651785714285714,0.4556591905237461,0.5477806726584409,-0.16817220236635755,0.16817220236635755,0.22782782562718665,0.273888503355596,-0.16817309658524685,0.16817309658524685,188,327,-0.42507645259938837,0.42507645259938837,188,500,-0.624,0.624,188,499,-0.6232464929859719,0.6232464929859719,512,512,0.0,0.0,640,1466,-0.5634379263301501,0.5634379263301501,125,173,-0.2774566473988439,0.2774566473988439,24,24,0.0,0.0,24,470,-0.948936170212766,0.948936170212766
32,W_v28_cache_L1_mixed,mechanism,17.30030649,21936581.3,6,306,25,27288928,8326,106592,13344,1030,1250,626688,541056,532532,8524,27288928,541056,True,True,True,0,0,0,0,0,0,0,0,2240,0,1517,1.0,0.12141903695184551,0.0017177398129360137,0.044965277777777785,0.9145546487595626,0.8155354322762045,0.12141620408446263,0.12141620408446263,0.7212644263636886,0.6431714148611105,0.12141866024851533,0.12141866024851533,8377,8452,-0.008873639375295788,0.008873639375295788,8377,8707,-0.03790053979556678,0.03790053979556678,8377,8707,-0.03790053979556678,0.03790053979556678,9120,9344,-0.023972602739726026,0.023972602739726026,541056,541987,-0.001717753377848546,0.001717753377848546,324,311,0.04180064308681672,0.04180064308681672,8247,8247,0.0,0.0,8247,8656,-0.047250462107208874,0.047250462107208874
