cores,workload,domain,fastsim_mips,fastsim_uops_per_second,frontier_waits,interval_steps,interval_zero_progress_steps,batch_memory_events,max_batch_memory_events,reordered_memory_event_pairs,same_line_reordered_pairs,branch_outcome_coverage,per_core_uop_cpi_mape,macro_cpi_fastsim,macro_cpi_gem5,macro_cpi_signed_error,macro_cpi_absolute_error,uop_cpi_fastsim,uop_cpi_gem5,uop_cpi_signed_error,uop_cpi_absolute_error,l1d_miss_fastsim,l1d_miss_gem5,l1d_miss_signed_error,l1d_miss_absolute_error,private_l2_miss_fastsim,private_l2_miss_gem5,private_l2_miss_signed_error,private_l2_miss_absolute_error,cha_llc_lookup_fastsim,cha_llc_lookup_gem5,cha_llc_lookup_signed_error,cha_llc_lookup_absolute_error,branch_miss_fastsim,branch_miss_gem5,branch_miss_signed_error,branch_miss_absolute_error,llc_tag_vs_functional_path_fastsim,llc_tag_vs_functional_path_gem5,llc_tag_vs_functional_path_signed_error,llc_tag_vs_functional_path_absolute_error,llc_tag_vs_ruby_demand_miss_fastsim,llc_tag_vs_ruby_demand_miss_gem5,llc_tag_vs_ruby_demand_miss_signed_error,llc_tag_vs_ruby_demand_miss_absolute_error
4,W_v28_bvc_encoder_base,business_base,11.33237618,14509454.98,34,13684,0,255116,148,101511,51279,1.0,0.2178811306673908,1.3966771991878952,1.7857627804285172,-0.21788200846433578,0.21788200846433578,1.0908522371132212,1.3947390399260293,-0.21788076056788724,0.21788076056788724,27031,27067,-0.001330032881368456,0.001330032881368456,26755,26871,-0.004316921588329426,0.004316921588329426,26755,26871,-0.004316921588329426,0.004316921588329426,860,852,0.009389671361502348,0.009389671361502348,25630,25630,0.0,0.0,25630,26829,-0.04469044690446904,0.04469044690446904
4,W_v28_bvc_encoder_heldout,heldout,12.17026573,15810827.57,44,12825,0,236042,134,76612,39792,1.0,0.2352362085985273,1.3261745077153657,1.7340999960724246,-0.2352375810397164,0.2352375810397164,1.020812863506337,1.3348082600329227,-0.23523633013691508,0.23523633013691508,23942,23968,-0.0010847797062750334,0.0010847797062750334,23815,23921,-0.004431252874043727,0.004431252874043727,23815,23921,-0.004431252874043727,0.004431252874043727,5365,5351,0.002616333395626986,0.002616333395626986,23247,23247,0.0,0.0,23247,23902,-0.02740356455526734,0.02740356455526734
4,W_v28_cache_L1_mixed,mechanism,20.41149785,25881534.66,2609,13149,0,67632,68,668,24,1.0,0.0019208475405303313,0.8131630597209109,0.8139404176356185,-0.000955055060376276,0.000955055060376276,0.641301849599955,0.6419138252142907,-0.0009533610124871432,0.0009533610124871432,1047,1056,-0.008522727272727272,0.008522727272727272,1047,1088,-0.03768382352941176,0.03768382352941176,1047,1088,-0.03768382352941176,0.03768382352941176,1140,1168,-0.023972602739726026,0.023972602739726026,1034,1034,0.0,0.0,1034,1083,-0.04524469067405355,0.04524469067405355
4,W_v28_cache_L2_mixed,mechanism,17.29241745,21926578.09,2156,13141,0,67632,68,7275,24,1.0,0.05779561499606603,1.2386910913024407,1.3146500324140433,-0.05777883028848523,0.05777883028848523,0.9768949516815024,1.0367982874918247,-0.05777723259481619,0.05777723259481619,65566,65577,-0.00016774173871936807,0.00016774173871936807,8215,8261,-0.005568333131582133,0.005568333131582133,8215,8261,-0.005568333131582133,0.005568333131582133,1140,1168,-0.023972602739726026,0.023972602739726026,8202,8202,0.0,0.0,8202,8254,-0.006299975769323964,0.006299975769323964
4,W_v28_coh_readmostly_sparse,mechanism,19.09910017,24774697.73,1875,10267,0,66608,60,1718,9,1.0,0.1190121401672517,0.9577720527617477,0.8559100284747149,0.11901020071999545,0.11901020071999545,0.7383575199146849,0.6598297714132277,0.1190121329828236,0.1190121329828236,65570,65578,-0.00012199213150751776,0.00012199213150751776,8219,8257,-0.004602155746639215,0.004602155746639215,8219,8257,-0.004602155746639215,0.004602155746639215,1140,1168,-0.023972602739726026,0.023972602739726026,2062,2062,0.0,0.0,2062,5099,-0.5956069817611296,0.5956069817611296
4,W_v28_flink_base,business_base,11.62882472,14665463.43,52,13487,0,221009,164,228859,187,1.0,0.21610947003608416,2.0279255174356186,2.587007128977067,-0.21611135326191233,0.21611135326191233,1.6080221740389227,2.0513365844392992,-0.21611002980359248,0.21611002980359248,52620,52642,-0.000417917252384028,0.000417917252384028,40361,40461,-0.002471515780628259,0.002471515780628259,40361,40461,-0.002471515780628259,0.002471515780628259,1758,1753,0.002852253280091272,0.002852253280091272,38233,38232,2.6156099602427287e-05,2.6156099602427287e-05,38233,40365,-0.05281803542673108,0.05281803542673108
4,W_v28_flink_heldout,heldout,11.27267505,14803518.78,36,12477,0,193362,127,176191,177,1.0,0.2480472399313546,2.1408256203964013,2.8470269220945084,-0.24804869115131759,0.24804869115131759,1.6302091356694561,2.167968134879659,-0.24804746460909272,0.24804746460909272,48105,48131,-0.0005401923915979306,0.0005401923915979306,39712,39809,-0.0024366349317993417,0.0024366349317993417,39712,39809,-0.0024366349317993417,0.0024366349317993417,5069,5069,0.0,0.0,38768,38768,0.0,0.0,38768,39768,-0.025145845906256285,0.025145845906256285
4,W_v28_fp_alu_dense,mechanism,22.3845501,28490427.01,3333,6721,0,68,48,33,1,1.0,0.004486841652704144,0.18243657120536902,0.18325913366149857,-0.004488520924959301,0.004488520924959301,0.1433379909699199,0.14398402773640534,-0.0044868641101508885,0.0044868641101508885,23,31,-0.25806451612903225,0.25806451612903225,23,54,-0.5740740740740741,0.5740740740740741,23,54,-0.5740740740740741,0.5740740740740741,64,60,0.06666666666666667,0.06666666666666667,7,7,0.0,0.0,7,52,-0.8653846153846154,0.8653846153846154
4,W_v28_gofeed_base,business_base,12.74847727,15995152.33,34,12734,0,198240,140,102329,176,1.0,0.2613143691651364,2.167456703865636,2.9342149453596327,-0.26131631655226906,0.26131631655226906,1.7275091823576505,2.3386275931590803,-0.26131497489769834,0.26131497489769834,49620,49644,-0.00048344210780759005,0.00048344210780759005,33942,34036,-0.002761781642966271,0.002761781642966271,33942,34036,-0.002761781642966271,0.002761781642966271,5901,5896,0.0008480325644504749,0.0008480325644504749,31005,30398,0.01996841897493256,0.01996841897493256,31005,33888,-0.0850743626062323,0.0850743626062323
4,W_v28_gofeed_heldout,heldout,12.70966471,16315403.66,39,12453,0,168968,116,88464,157,1.0,0.2508071067903357,2.4252360032300238,3.2371412503785164,-0.25080933587731374,0.25080933587731374,1.8892536825367505,2.5217217384629738,-0.2508080278166305,0.2508080278166305,47048,47072,-0.0005098572399728076,0.0005098572399728076,38542,38659,-0.0030264621433560104,0.0030264621433560104,38542,38659,-0.0030264621433560104,0.0030264621433560104,5636,5635,0.0001774622892635315,0.0001774622892635315,37139,36293,0.02331028021932604,0.02331028021932604,37139,38589,-0.037575474876260076,0.037575474876260076
